Cir [1 | 2 | 2 | 2 | 4 | 1] -> [2 | 0 | 2 | 0 | 5 | 3] -> [2 | 0 | 2 | 1 | 0 | 4] -> [2 | 3 | 3 | 2 | 1 | 1] -> [3 | 0 | 3 | 0 | 2 | 4] -> [3 | 0 | 3 | 1 | 4 | 5] -> [3 | 1002 | 1002 | 2 | 0 | 1] -> [1002 | 0 | 1002 | 0 | 5 | 3] -> [1002 | 0 | 1002 | 1 | 8 | 4] -> [0.922044 | 9 | 3]
Sim 5.0 500 500 1 100000
Fil 2.500000 0.000000 700 750 0
1.000000e+000,2.499207e+000,2.499213e+000,2.381506e-005
1.122018e+000,2.499205e+000,2.499213e+000,3.106311e-005
1.258925e+000,2.499202e+000,2.499213e+000,3.624028e-005
1.412538e+000,2.499199e+000,2.499213e+000,4.763005e-005
1.584893e+000,2.499196e+000,2.499213e+000,5.901981e-005
1.778279e+000,2.499191e+000,2.499213e+000,7.455127e-005
1.995262e+000,2.499185e+000,2.499212e+000,9.422442e-005
2.238721e+000,2.499177e+000,2.499212e+000,1.180392e-004
2.511886e+000,2.499168e+000,2.499211e+000,1.491019e-004
2.818383e+000,2.499156e+000,2.499210e+000,1.874124e-004
3.162278e+000,2.499142e+000,2.499209e+000,2.350414e-004
3.548134e+000,2.499123e+000,2.499208e+000,2.971658e-004
3.981072e+000,2.499099e+000,2.499207e+000,3.748207e-004
4.466836e+000,2.499069e+000,2.499205e+000,4.711119e-004
5.011872e+000,2.499032e+000,2.499203e+000,5.922508e-004
5.623413e+000,2.498985e+000,2.499200e+000,7.454839e-004
6.309574e+000,2.498926e+000,2.499196e+000,9.401275e-004
7.079458e+000,2.498852e+000,2.499192e+000,1.181355e-003
7.943282e+000,2.498758e+000,2.499186e+000,1.487798e-003
8.912509e+000,2.498640e+000,2.499179e+000,1.870836e-003
1.000000e+001,2.498492e+000,2.499169e+000,2.353234e-003
1.122018e+001,2.498306e+000,2.499157e+000,2.960850e-003
1.258925e+001,2.498072e+000,2.499143e+000,3.722640e-003
1.412538e+001,2.497778e+000,2.499124e+000,4.678923e-003
1.584893e+001,2.497409e+000,2.499100e+000,5.879302e-003
1.778279e+001,2.496946e+000,2.499069e+000,7.383681e-003
1.995262e+001,2.496366e+000,2.499031e+000,9.267408e-003
2.238721e+001,2.495640e+000,2.498981e+000,1.162227e-002
2.511886e+001,2.494731e+000,2.498918e+000,1.456365e-002
2.818383e+001,2.493599e+000,2.498836e+000,1.822323e-002
3.162278e+001,2.492189e+000,2.498729e+000,2.276429e-002
3.548134e+001,2.490440e+000,2.498590e+000,2.837949e-002
3.981072e+001,2.488279e+000,2.498407e+000,3.528433e-002
4.466836e+001,2.485623e+000,2.498165e+000,4.371682e-002
5.011872e+001,2.482381e+000,2.497840e+000,5.392256e-002
5.623413e+001,2.478462e+000,2.497401e+000,6.612035e-002
6.309573e+001,2.473782e+000,2.496800e+000,8.044747e-002
7.079458e+001,2.468292e+000,2.495970e+000,9.685753e-002
7.943282e+001,2.462012e+000,2.494811e+000,1.149504e-001
8.912509e+001,2.455095e+000,2.493177e+000,1.336960e-001
1.000000e+002,2.447929e+000,2.490853e+000,1.509859e-001
1.122018e+002,2.441288e+000,2.487526e+000,1.629700e-001
1.258925e+002,2.436566e+000,2.482748e+000,1.630899e-001
1.412538e+002,2.436067e+000,2.475884e+000,1.408223e-001
1.584893e+002,2.443368e+000,2.466071e+000,8.033257e-002
1.778279e+002,2.463599e+000,2.452184e+000,-4.034104e-002
1.995262e+002,2.503422e+000,2.432885e+000,-2.482514e-001
2.238721e+002,2.570278e+000,2.406806e+000,-5.707802e-001
2.511886e+002,2.670504e+000,2.373010e+000,-1.025874e+000
2.818383e+002,2.806322e+000,2.331852e+000,-1.608729e+000
3.162278e+002,2.972433e+000,2.286332e+000,-2.279455e+000
3.548134e+002,3.153258e+000,2.243941e+000,-2.954964e+000
3.981072e+002,3.320129e+000,2.218976e+000,-3.500047e+000
4.466836e+002,3.422187e+000,2.235288e+000,-3.699406e+000
5.011872e+002,3.348634e+000,2.325460e+000,-3.167175e+000
5.623413e+002,2.814122e+000,2.478003e+000,-1.104823e+000
6.309573e+002,1.891346e+000,2.305853e+000,1.721211e+000
7.079458e+002,2.974453e+000,1.436761e+000,-6.320450e+000
7.943282e+002,3.905551e+000,7.463768e-001,-1.437449e+001
8.912509e+002,4.322894e+000,3.971610e-001,-2.073616e+001
1.000000e+003,4.537838e+000,2.217716e-001,-2.621886e+001
1.122018e+003,4.666602e+000,1.286807e-001,-3.118975e+001
1.258925e+003,4.751731e+000,7.684256e-002,-3.582500e+001
1.412538e+003,4.811513e+000,4.692926e-002,-4.021676e+001
1.584893e+003,4.855103e+000,2.920816e-002,-4.441389e+001
1.778279e+003,4.887667e+000,1.849975e-002,-4.843872e+001
1.995262e+003,4.912392e+000,1.192931e-002,-5.229355e+001
2.238721e+003,4.931380e+000,7.850723e-003,-5.596117e+001
2.511886e+003,4.946080e+000,5.300056e-003,-5.939961e+001
2.818383e+003,4.957529e+000,3.705896e-003,-6.252744e+001
3.162278e+003,4.966486e+000,2.733508e-003,-6.518658e+001
3.548134e+003,4.973516e+000,2.212872e-003,-6.703414e+001
3.981072e+003,4.979051e+000,2.196189e-003,-6.710954e+001
4.466836e+003,4.983426e+000,5.155037e-003,-5.970592e+001
5.011873e+003,4.986844e+000,1.325412e-003,-7.150950e+001
5.623413e+003,4.989575e+000,3.006766e-004,-8.439928e+001
6.309573e+003,4.991733e+000,1.048723e-004,-9.355182e+001
7.079458e+003,4.993442e+000,4.230294e-005,-1.014406e+002
7.943282e+003,4.994796e+000,1.834850e-005,-1.086983e+002
8.912510e+003,4.995870e+000,8.305982e-006,-1.155844e+002
1.000000e+004,4.996721e+000,3.865124e-006,-1.222304e+002
1.122018e+004,4.997396e+000,1.832865e-006,-1.287123e+002
1.258925e+004,4.997933e+000,8.808931e-007,-1.350773e+002
1.412538e+004,4.998359e+000,4.275358e-007,-1.413571e+002
1.584893e+004,4.998697e+000,2.090228e-007,-1.475733e+002
1.778279e+004,4.998965e+000,1.027574e-007,-1.537413e+002
1.995262e+004,4.999178e+000,5.073022e-008,-1.598726e+002
2.238721e+004,4.999347e+000,2.512662e-008,-1.659756e+002
2.511887e+004,4.999481e+000,1.247667e-008,-1.720565e+002
2.818383e+004,4.999588e+000,6.207532e-009,-1.781203e+002
3.162278e+004,4.999673e+000,3.093209e-009,-1.841707e+002
3.548134e+004,4.999740e+000,1.543212e-009,-1.902104e+002
3.981072e+004,4.999794e+000,7.706484e-010,-1.962419e+002
4.466836e+004,4.999836e+000,3.851355e-010,-2.022668e+002
5.011872e+004,4.999870e+000,1.925879e-010,-2.082866e+002
5.623413e+004,4.999897e+000,9.634925e-011,-2.143022e+002
6.309573e+004,4.999918e+000,4.822023e-011,-2.203147e+002
7.079458e+004,4.999935e+000,2.414005e-011,-2.263245e+002
7.943282e+004,4.999949e+000,1.208783e-011,-2.323323e+002
8.912509e+004,4.999959e+000,6.053953e-012,-2.383385e+002
1.000000e+005,4.999968e+000,3.032449e-012,-2.443435e+002
